 
 
 
 
#  id     pos         dens           U           pres       weightedn    weightedP    weightedU       A    hsmooth
 363   1.3800E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 364   1.3900E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 365   1.4000E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 366   1.4100E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 367   1.4200E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 368   1.4300E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 369   1.4400E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 370   1.4500E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 371   1.4600E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 372   1.4700E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 373   1.4800E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 374   1.4900E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 375   1.5000E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 376   1.5100E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 377   1.5200E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 378   1.5300E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 379   1.5400E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 380   1.5500E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 381   1.5600E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 382   1.5700E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 383   1.5800E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 384   1.5900E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 385   1.6000E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 386   1.6100E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 387   1.6200E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 388   1.6300E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 389   1.6400E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 390   1.6500E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 391   1.6600E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 392   1.6700E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 393   1.6800E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 394   1.6900E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 395   1.7000E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 396   1.7100E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 397   1.7200E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 398   1.7300E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 399   1.7400E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 400   1.7500E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 401   1.7600E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 402   1.7700E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 403   1.7800E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 404   1.7900E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 405   1.8000E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 406   1.8100E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 407   1.8200E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 408   1.8300E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 409   1.8400E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 410   1.8500E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 411   1.8600E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 412   1.8700E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 413   1.8800E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 414   1.8900E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 415   1.9000E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 416   1.9100E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 417   1.9200E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 418   1.9300E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 419   1.9400E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 420   1.9500E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 421   1.9600E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 422   1.9700E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 423   1.9800E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 424   1.9900E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 425   2.0000E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 426   2.0100E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 427   2.0200E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 428   2.0300E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 429   2.0400E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 430   2.0500E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 431   2.0600E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 432   2.0700E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 433   2.0800E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 434   2.0900E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 435   2.1000E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 436   2.1100E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 437   2.1200E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 438   2.1300E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 439   2.1400E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 440   2.1500E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 441   2.1600E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 442   2.1700E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 443   2.1800E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 444   2.1900E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 445   2.2000E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 446   2.2100E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 447   2.2200E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 448   2.2300E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 449   2.2400E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 450   2.2500E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 451   2.2600E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 452   2.2700E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 453   2.2800E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 454   2.2900E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 455   2.3000E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 456   2.3100E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 457   2.3200E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 458   2.3300E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 459   2.3400E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 460   2.3500E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 461   2.3600E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 462   2.3700E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 463   2.3800E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 464   2.3900E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 465   2.4000E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 466   2.4100E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 467   2.4200E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 468   2.4300E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 469   2.4400E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 470   2.4500E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 471   2.4600E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 472   2.4700E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 473   2.4800E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 474   2.4900E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 475   2.5000E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 476   2.5100E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 477   2.5200E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 478   2.5300E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 479   2.5400E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 480   2.5500E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 481   2.5600E+02   0.0000E+00   1.0039E+03   0.0000E+00   0.0000E+00   0.0000E+00   1.0039E+03   4.9516E+02   0.0000E+00
 482   2.5700E+02   0.0000E+00   1.0039E+03   0.0000E+00   0.0000E+00   0.0000E+00   1.0039E+03   4.9516E+02   0.0000E+00
 483   2.5800E+02   0.0000E+00   1.0039E+03   0.0000E+00   0.0000E+00   0.0000E+00   1.0039E+03   4.9516E+02   0.0000E+00
 484   2.5900E+02   0.0000E+00   1.0039E+03   0.0000E+00   0.0000E+00   0.0000E+00   1.0039E+03   4.9516E+02   0.0000E+00
 485   2.6000E+02   0.0000E+00   1.0039E+03   0.0000E+00   0.0000E+00   0.0000E+00   1.0039E+03   4.9516E+02   0.0000E+00
 486   2.6100E+02   0.0000E+00   1.0039E+03   0.0000E+00   0.0000E+00   0.0000E+00   1.0039E+03   4.9516E+02   0.0000E+00
 487   2.6200E+02   0.0000E+00   1.0039E+03   0.0000E+00   0.0000E+00   0.0000E+00   1.0039E+03   4.9516E+02   0.0000E+00
 488   2.6300E+02   0.0000E+00   1.0039E+03   0.0000E+00   0.0000E+00   0.0000E+00   1.0039E+03   4.9516E+02   0.0000E+00
 489   2.6400E+02   0.0000E+00   1.0039E+03   0.0000E+00   0.0000E+00   0.0000E+00   1.0039E+03   4.9516E+02   0.0000E+00
 490   2.6500E+02   0.0000E+00   1.0039E+03   0.0000E+00   0.0000E+00   0.0000E+00   1.0039E+03   4.9516E+02   0.0000E+00
 491   2.6600E+02   0.0000E+00   1.0039E+03   0.0000E+00   0.0000E+00   0.0000E+00   1.0039E+03   4.9516E+02   0.0000E+00
 492   2.6700E+02   0.0000E+00   1.0039E+03   0.0000E+00   0.0000E+00   0.0000E+00   1.0039E+03   4.9516E+02   0.0000E+00
 493   2.6800E+02   0.0000E+00   1.0039E+03   0.0000E+00   0.0000E+00   0.0000E+00   1.0039E+03   4.9516E+02   0.0000E+00
 494   2.6900E+02   0.0000E+00   1.0039E+03   0.0000E+00   0.0000E+00   0.0000E+00   1.0039E+03   4.9516E+02   0.0000E+00
 495   2.7000E+02   0.0000E+00   1.0039E+03   0.0000E+00   0.0000E+00   0.0000E+00   1.0039E+03   4.9516E+02   0.0000E+00
 496   2.7100E+02   0.0000E+00   1.0039E+03   0.0000E+00   0.0000E+00   0.0000E+00   1.0039E+03   4.9516E+02   0.0000E+00
 497   2.7200E+02   0.0000E+00   1.0039E+03   0.0000E+00   0.0000E+00   0.0000E+00   1.0039E+03   4.9516E+02   0.0000E+00
 498   2.7300E+02   0.0000E+00   1.0039E+03   0.0000E+00   0.0000E+00   0.0000E+00   1.0039E+03   4.9516E+02   0.0000E+00
 499   2.7400E+02   0.0000E+00   1.0039E+03   0.0000E+00   0.0000E+00   0.0000E+00   1.0039E+03   4.9516E+02   0.0000E+00
 500   2.7500E+02   0.0000E+00   1.0039E+03   0.0000E+00   0.0000E+00   0.0000E+00   1.0039E+03   4.9516E+02   0.0000E+00
 
 
 
 #    Density  ratio:    1003.89185    
 #  w Density  ratio:    1003.89185    
 #    Pressure ratio:    1.00000036    
 #  w Pressure ratio:    1.00000036    
 
 #  Ratio Density  ratios:    1.00000000    
 #  Ratio Pressure ratios:    1.00000000    
